92,434,113,109,64,303,306,43,562,290,588,465,490,304,419,203,229,120,129,578
107,158,583,121,40,376,459,427,10,492,521,15,581,330,176,347,553,286,551,194
312,560,98,225,379,542,580,510,371,152,559,583,503,443,381,218,24,394,410,317
516,587,63,320,142,448,488,20,341,97,586,285,369,205,257,91,450,293,162,430
49,543,238,364,560,558,246,156,580,269,274,584,420,520,407,86,33,210,263,499
350,91,584,425,398,100,78,215,230,526,395,42,275,548,35,473,424,227,402,585
151,501,244,322,115,105,579,202,256,2,213,204,210,459,101,541,362,155,588,250
169,368,310,444,316,577,380,382,499,370,26,493,282,416,221,552,580,58,73,401
333,353,580,87,469,449,480,113,315,198,272,403,579,544,159,244,229,10,350,507
288,393,227,263,387,12,267,555,482,575,585,79,160,280,269,26,580,502,366,379
468,116,290,423,578,240,46,477,175,471,76,5,403,581,363,335,401,518,481,329
584,56,489,384,65,397,476,158,565,190,492,373,339,408,451,300,117,578,106,501
364,583,457,435,306,305,30,441,75,282,428,361,300,169,473,95,588,41,156,411
381,431,199,154,75,127,540,181,83,224,329,584,208,353,21,577,325,466,486,99
208,394,447,397,308,491,49,584,8,227,523,461,103,262,154,218,448,68,441,587
475,422,125,69,84,407,483,464,588,479,547,585,333,576,413,470,266,60,301,2
580,512,243,472,531,162,149,345,303,518,389,1,585,330,24,284,442,117,563,515
269,271,367,499,203,224,226,558,541,321,360,90,178,49,585,261,540,208,583,520
582,31,483,172,361,570,118,569,523,196,348,580,411,231,138,550,153,13,425,391
144,435,482,192,26,282,450,53,157,586,534,418,583,378,397,4,228,15,408,89
449,516,24,381,447,411,44,288,510,186,579,241,373,92,242,536,582,454,81,250
136,76,260,356,326,539,467,248,191,586,339,440,109,1,584,119,555,472,540,257
453,135,484,356,338,505,417,353,349,29,144,287,46,489,532,514,194,583,222,581
436,254,547,351,307,199,212,78,142,172,577,291,400,124,231,578,9,437,204,130
265,119,586,134,107,461,267,578,495,116,567,459,343,16,436,77,471,525,145,47
187,453,492,119,331,111,387,375,563,19,174,570,250,81,237,578,180,579,557,135
138,531,206,454,582,439,250,569,183,141,233,148,384,40,161,506,579,433,422,145
334,302,155,415,63,263,139,331,563,432,350,117,581,568,583,133,39,33,42,115
255,100,71,219,218,5,254,587,28,565,577,23,513,53,206,160,43,431,325,281
4,551,578,535,583,569,523,352,438,373,265,150,92,554,316,515,170,495,159,400
161,328,558,524,37,181,581,521,54,582,535,40,140,148,561,31,285,183,176,557
91,438,161,95,460,588,38,404,324,226,255,456,377,195,526,450,200,430,580,40
132,360,579,290,386,273,480,271,307,585,389,571,370,451,562,102,293,181,408,207
488,580,117,572,586,517,239,194,405,576,104,217,352,39,486,419,297,369,512,230
582,91,313,588,244,58,426,366,240,267,232,18,502,179,118,85,452,64,38,396
355,50,123,581,527,509,490,136,587,317,175,526,223,57,45,332,113,381,447,320
204,588,61,251,455,500,509,410,21,368,88,265,133,367,165,584,362,50,22,168
382,494,448,62,419,301,233,568,121,349,585,82,120,529,536,503,73,586,371,561
378,518,478,477,379,323,16,174,437,165,586,390,277,577,392,20,163,534,75,540
339,248,236,162,106,268,241,25,445,586,351,423,452,355,243,458,22,364,179,579
587,197,30,209,252,112,581,513,254,491,475,330,32,168,292,90,564,453,43,340
288,31,374,163,584,464,90,316,583,516,489,455,244,345,296,354,268,196,249,346
580,484,188,107,6,365,588,324,334,178,434,217,412,94,72,295,279,112,280,213
581,369,214,37,166,284,352,435,221,380,423,230,585,74,25,109,365,550,272,116
191,479,79,59,285,10,451,585,82,429,73,281,508,262,577,158,155,34,445,200
579,38,463,487,21,188,266,496,118,457,548,67,276,317,578,512,279,135,17,502
239,179,383,346,474,382,62,57,585,580,142,114,219,309,166,109,532,31,46,180
182,568,63,28,170,519,258,493,505,261,260,286,288,295,386,578,498,586,93,437
122,76,455,205,579,374,395,566,101,399,262,369,400,584,28,302,84,11,34,309
436,365,289,80,37,277,151,165,314,525,375,155,337,535,581,17,170,584,210,519
357,232,282,299,473,547,586,559,72,121,496,474,58,298,376,534,264,281,588,14
77,279,23,441,587,392,357,363,303,464,573,527,515,17,243,553,538,300,578,264
508,444,579,565,581,545,427,467,447,550,516,125,198,131,359,311,315,433,401,409
528,216,52,257,166,244,260,461,442,184,578,185,261,414,493,170,496,588,77,188
353,473,417,168,85,501,271,465,440,201,192,578,576,368,469,235,78,232,587,48
306,384,570,110,579,405,438,124,462,488,325,433,185,492,507,240,581,392,98,45
462,312,469,338,266,578,413,307,168,291,303,581,225,485,265,311,339,518,89,276
89,214,317,101,443,588,342,457,517,506,212,446,19,256,196,249,419,247,380,584
1,395,291,295,368,410,104,182,412,172,519,25,169,222,537,584,586,312,375,473
260,69,183,12,63,192,579,243,27,347,588,65,422,344,162,51,140,161,172,64
399,449,585,546,3,73,559,17,280,475,586,491,477,502,74,521,228,76,11,393
126,389,79,50,292,407,354,569,520,322,574,517,588,164,466,580,416,342,421,302
360,404,198,235,32,427,580,356,11,124,18,211,130,571,577,229,195,486,140,146
494,577,533,522,1,129,360,511,6,584,128,548,220,260,425,528,495,143,310,47
558,497,178,577,184,371,413,287,318,97,23,432,209,211,580,80,335,31,264,148
489,134,362,300,585,368,29,323,233,466,293,78,472,464,359,563,358,587,365,222
99,285,444,571,143,494,4,10,310,11,483,253,581,20,286,7,313,442,96,586
587,15,205,241,160,391,468,357,551,280,461,5,427,331,485,314,42,228,585,150
395,339,586,150,494,452,577,514,292,197,283,157,268,315,33,374,405,382,249,116
474,577,34,406,378,446,236,359,586,131,265,279,47,319,537,347,92,443,357,410
41,515,545,456,588,216,54,440,572,98,294,359,211,206,273,578,166,55,424,193
482,386,495,585,427,537,230,213,384,246,318,122,16,94,398,396,107,425,586,8
26,402,209,296,529,450,335,586,406,391,333,67,70,583,330,468,487,340,15,201
18,385,124,462,582,296,56,81,55,228,337,7,432,270,581,111,291,485,532,342
109,196,452,352,522,247,229,580,582,290,96,298,239,486,191,127,468,95,328,274
311,165,256,344,356,239,581,106,314,579,61,518,72,196,22,36,1,338,420,28
15,588,120,467,29,132,431,153,56,349,167,454,189,539,586,469,398,129,264,281
417,234,584,269,354,54,586,128,387,443,139,197,369,70,177,9,481,321,105,409
133,17,445,444,285,390,306,364,208,113,424,308,586,406,326,452,587,20,132,287
276,488,39,189,33,154,404,568,63,199,274,586,583,314,324,362,105,213,193,235
554,438,439,313,144,259,533,549,514,349,354,45,46,166,251,545,582,581,168,234
327,448,111,72,575,483,458,59,581,256,297,132,169,124,91,586,415,318,66,343
215,335,393,358,508,544,180,113,98,559,173,19,521,583,311,303,585,574,538,204
346,528,24,581,312,546,407,152,271,583,438,239,399,177,151,72,321,182,383,84
136,533,577,112,74,252,584,426,305,393,46,388,258,36,323,156,191,14,52,119
503,412,544,71,128,572,508,564,578,280,123,567,291,344,403,584,134,238,328,231
541,496,538,390,99,588,131,84,38,253,41,218,480,266,327,393,486,77,587,180
159,490,577,78,79,13,5,255,48,515,583,202,472,254,189,133,385,2,437,333
281,550,25,587,275,74,210,571,490,65,498,177,491,51,428,516,332,137,578,401
164,163,173,338,404,304,65,418,587,227,185,137,588,177,86,43,471,283,552,344
320,217,543,428,21,153,145,147,340,402,360,234,13,215,583,507,332,584,243,106
290,586,343,247,463,292,36,539,582,162,476,203,520,485,158,364,564,138,306,376
95,87,484,3,583,13,468,476,274,221,537,176,108,61,507,71,245,584,498,430
64,66,530,490,211,581,294,42,317,141,531,383,150,7,44,411,585,525,372,126
32,278,588,9,564,108,130,120,242,299,212,176,429,123,69,219,259,18,587,149
203,579,126,27,414,278,298,371,174,202,206,477,406,151,407,200,237,58,585,388
513,139,583,6,286,22,308,48,587,314,99,449,14,346,558,52,60,193,8,551
89,370,584,262,534,568,294,187,414,240,171,27,540,469,583,319,56,309,463,88
270,341,189,546,585,172,149,584,529,103,133,465,187,373,346,313,228,139,557,246
230,343,341,292,491,585,542,297,9,394,414,578,296,34,52,299,319,87,416,241
144,322,580,40,537,302,433,141,578,258,159,272,253,498,299,519,470,383,382,81
549,449,474,396,68,399,358,202,212,270,169,426,581,215,385,219,376,577,188,272
167,8,324,219,105,391,102,301,458,259,579,36,375,585,390,86,110,338,337,128
30,379,388,504,588,347,318,37,220,236,363,575,289,579,479,463,96,207,143,36
248,138,85,580,51,446,337,523,588,232,535,361,114,250,334,336,105,327,456,50
354,49,307,48,249,538,560,370,273,579,585,361,372,456,398,556,495,62,194,271
587,481,235,455,121,462,141,82,19,362,581,77,320,110,471,174,233,60,161,319
125,276,69,484,41,252,456,93,197,565,446,35,583,579,533,426,546,301,12,305
39,415,554,403,186,331,556,159,416,129,114,147,474,578,275,102,345,569,582,460
323,315,304,555,100,436,125,389,582,458,570,586,42,212,372,123,465,434,350,27
445,464,246,560,580,83,566,156,344,529,94,483,147,108,478,293,582,3,25,259
542,454,401,503,193,541,466,27,562,430,68,520,563,39,586,578,512,101,372,509
190,122,402,366,288,312,418,588,48,422,584,222,511,52,88,420,487,460,546,295
458,587,108,103,453,142,165,311,391,443,370,32,511,140,583,286,82,504,436,454
